TextRegion ID,TextLine ID,TextRegion Coords,TextEquiv Text
edea9760-8129-4c53-9fc2-b0c5eec80da6,line_51c7a35a-4eee-40d2-8539-50784a8e2587,"2946,3021 2984,3053 3008,3045 3931,3047 3940,3039 3940,3090 3897,3094 3889,3102 3032,3102 3001,3133 2980,3134 2946,3161",EATcRt voor de Tichting van het
edea9760-8129-4c53-9fc2-b0c5eec80da6,f55570f8-e953-4bf2-b871-ab85a1c92064,"2956,3130 3937,3129 3935,3183 3129,3182 3110,3191 3006,3191 2995,3202 2956,3202","hAa 33 O. , G RoEEeTem"
edea9760-8129-4c53-9fc2-b0c5eec80da6,line_81b64dbf-9f5a-4408-9f28-ac131bb417b9,"2952,3193 2994,3193 3010,3208 3154,3212 3943,3217 3942,3270 2952,3271",12. - H.. 1. . . ONAS T. . MD. . 3. . 8. R. . . lBuTten!
edea9760-8129-4c53-9fc2-b0c5eec80da6,line_6be9908d-9edc-4cb7-9590-ae4548d975d7,"2943,3286 2965,3302 2998,3302 3017,3286 3657,3286 3673,3302 3842,3306 3842,3357 3037,3357 3014,3374 2997,3357 2961,3359 2949,3371 2943,3368","gemoon,, ALons EPLLcAEASE. 1."
edea9760-8129-4c53-9fc2-b0c5eec80da6,b580f66c-a1aa-42d6-bd02-61caaaa3eda4,"2486,3367 2540,3371 2548,3363 2585,3363 2604,3344 2860,3343 2880,3362 2936,3375 2964,3360 2997,3359 3008,3370 3875,3370 3904,3376 3904,3427 3859,3427 3851,3433 3000,3433 2950,3475 2888,3465 2860,3493 2640,3488 2584,3432 2486,3440",11 Maart. 1936 Geschikt voor uitzending: premie f.
edea9760-8129-4c53-9fc2-b0c5eec80da6,line_467da2e7-7158-44ac-b40a-27956ff09591,"2945,3428 2967,3443 3002,3448 3197,3448 3197,3499 3180,3492 3163,3505 3002,3505 2945,3520",200:-
bde69ad2-ea6a-47e2-9862-3426ad87983b,f1e16fd6-53c5-46ad-b046-f64889e86900,"2504,3519 2542,3518 2558,3534 2586,3535 2618,3503 2859,3502 2885,3526 2909,3530 2933,3507 2953,3505 2977,3523 3859,3522 3875,3534 3924,3534 3923,3587 3017,3587 2998,3606 2977,3607 2943,3583 2906,3614 2622,3610 2586,3642 2562,3641 2542,3622 2504,3622",1 April 1036 dembarkeerd to notteraam a f1
bde69ad2-ea6a-47e2-9862-3426ad87983b,line_7365af87-4f14-4778-b027-37a18c0eb42e,"2911,3614 2989,3606 3910,3613 3922,3622 3974,3621 3982,3629 4063,3627 4063,3678 3575,3675 3568,3668 3001,3668 2965,3672 2954,3683 2911,3683","W. .  . t T CAA P. , TndTa POc Ta pter."
bde69ad2-ea6a-47e2-9862-3426ad87983b,line_3b6f048e-25e1-4ea5-8db7-3dc86fdba600,"2501,3708 2539,3709 2559,3700 2579,3720 2588,3720 2643,3668 2759,3668 2779,3688 2864,3688 2883,3669 2909,3665 2931,3684 2951,3684 2971,3701 2995,3701 3019,3680 3267,3680 3283,3696 3684,3697 3684,3748 3323,3753 3283,3793 3259,3793 3207,3776 3083,3776 3060,3753 3026,3784 2999,3784 2952,3746 2939,3746 2927,3757 2899,3746 2860,3784 2663,3784 2651,3772 2555,3776 2540,3761 2501,3761",1 Ap. i     e  M   n
bde69ad2-ea6a-47e2-9862-3426ad87983b,line_333c0a8a-b468-42ad-b5a0-06bb5f04c5d1,"2486,3815 2538,3776 2652,3772 2664,3784 2860,3784 2900,3746 2924,3758 2953,3746 2988,3780 3004,3785 3027,3784 3061,3754 3084,3776 3204,3776 3224,3796 3236,3788 3284,3793 3296,3784 3605,3786 3605,3837 3116,3837 3089,3861 3072,3853 3040,3878 3024,3869 2972,3865 2952,3846 2920,3846 2908,3834 2876,3835 2861,3846 2616,3846 2596,3862 2580,3862 2568,3850 2556,3857 2544,3846 2516,3846 2497,3827 2486,3832",
bde69ad2-ea6a-47e2-9862-3426ad87983b,e9aa70d1-9fed-4ecf-8270-597a3d33f697,"2485,3831 2536,3831 2560,3855 2566,3851 2588,3864 2615,3847 2859,3847 2879,3867 2909,3872 2934,3848 2950,3847 2991,3888 3018,3868 3039,3879 3070,3852 3094,3860 3114,3843 3254,3843 3270,3856 3315,3856 3314,3909 3118,3909 3054,3971 2996,3920 2986,3920 2955,3951 2879,3959 2862,3975 2607,3974 2588,3955 2572,3963 2553,3948 2543,3958 2532,3955 2485,3916",22 3: Jannan antinnt: g: : : Le ag aan ka
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_4d6d3423-5624-45ba-b368-8c9f60ed37bb,"2510,4044 2584,4046 2624,4063 2652,4043 2805,4043 2859,4052 2872,4046 3227,4046 3490,4054 3515,4078 3963,4075 3971,4081 3971,4132 3954,4125 3890,4134 3039,4134 3019,4117 2963,4114 2932,4145 2915,4146 2883,4177 2616,4176 2609,4169 2580,4168 2565,4153 2548,4153 2525,4176 2510,4177",3 Door 1335 verbonden voor den overzeeschen.
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_2319c321-ca53-41f7-8990-fd3d2470ee83,"2556,4136 2567,4136 2590,4159 2608,4160 2622,4149 2822,4149 2822,4200 2658,4198 2610,4246 2582,4246 2556,4262",1
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,bca9974d-8319-461a-b76c-d4beb88eb342,"2958,4115 3021,4118 3040,4137 3144,4141 3500,4141 3512,4153 3596,4154 3892,4149 3900,4157 3957,4165 3969,4152 3969,4203 3961,4199 3944,4215 3024,4215 3016,4207 2988,4207 2972,4191 2958,4192",m#i 21 Palren dienst zoowel in a43.
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_482377cd-1cd6-4d2f-8d90-74cd181e934c,"2960,4191 2975,4191 2990,4206 3018,4206 3030,4218 3114,4222 3745,4226 3753,4234 3806,4238 3934,4233 3934,4284 3030,4284 2998,4302 2971,4329 2960,4329",h     d h
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_0911bbd3-91ea-45aa-943e-d51bd36d587a,"2588,4257 2609,4261 2636,4235 2668,4235 2668,4286 2608,4339 2588,4338",1
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_1af9abf0-bd32-4786-b1a6-04e59319205f,"2968,4328 2998,4301 3018,4300 3889,4309 3889,4361 3883,4367 3154,4366 3146,4358 3042,4359 2968,4421",Ingaande meEAEMAAg NPAn. GC
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_4e140b64-dac7-48f1-a4e1-1f5dc398b60f,"2965,4368 2987,4353 3015,4352 3043,4380 3964,4380 3980,4395 3997,4395 3997,4446 3960,4468 3051,4467 3016,4433 2965,4429",Schiktbevinding voor uitzending;
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,af8fd516-dfe0-4e8c-8394-e94c3a7a0d08,"2961,4469 2972,4468 3007,4433 3015,4433 3047,4464 3747,4471 3747,4523 3031,4523 3007,4511 2971,4547 2961,4546",toegelaten als Soldaat.
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,e5cc13a0-092c-438b-92aa-b2b8eb87b78c,"2966,4545 2971,4548 3016,4510 3052,4545 3116,4549 3917,4557 3933,4573 3949,4573 3957,4581 3982,4558 3982,4608 3956,4622 3227,4622 3032,4617 3016,4601 2976,4602 2966,4610",IS Ingeschreven voor den dienst!
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_7997fd72-147a-470a-b86a-ba2fd07ef794,"2932,4623 2971,4623 2982,4612 3014,4611 3050,4619 3229,4623 3921,4627 3921,4678 3912,4671 3865,4676 3853,4688 3030,4687 3014,4672 3002,4672 2970,4703 2932,4703",PLICntwooreacntnga e
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_02a19aa2-5e63-4f23-bb42-e55b4b3629e7,"2968,4678 3002,4675 3009,4668 3046,4702 3946,4706 3967,4714 3967,4766 3926,4791 3170,4786 3030,4782 3015,4767 3002,4767 2982,4787 2968,4787",D2 2333. NOOTAe Gem. AstSrdam.
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_97e80ca5-993f-49a2-92fb-b2730963d74e,"2959,4757 2974,4754 3001,4780 3025,4784 3173,4788 3928,4789 3948,4782 3953,4840 3930,4838 3921,4847 3033,4847 3014,4866 3001,4866 2970,4835 2959,4835",.M. -H. Onder. Mo.- (BuT Eengewoon
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_70112625-5b50-4952-8127-478d354c29d3,"2960,4854 2982,4844 3015,4844 3038,4867 3579,4872 3579,4924 3118,4926 3110,4934 3026,4934 3010,4921 2960,4921",dLensEPLLcREZGE. 1. .
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_696247a6-5245-4439-a60c-d1a89029e09a,"2517,4940 2558,4941 2575,4926 2604,4925 2615,4914 2878,4913 2902,4933 2923,4933 2938,4921 3010,4921 3026,4936 3122,4936 3138,4944 3872,4948 3892,4963 3913,4963 3913,5014 3022,5018 3011,5007 2982,5006 2958,4991 2872,5063 2667,5058 2603,4994 2575,4995 2560,5010 2517,5010",21 Maart 1936 Geschikt voor uitzending; premie f.
region_61ed6dfe-ea94-44c5-8578-d8bc5b2e3e5a,line_2616f16a-e1da-47f9-aeeb-4f82130b9a47,"2898,4996 2925,4993 2944,5012 3012,5008 3032,5028 3213,5031 3213,5082 2980,5077 2961,5093 2898,5081",100
region_922f009b-5483-40f1-9360-f8f42a2e9c73,c48fe47f-e8ae-49cf-ae6b-2ef7dd7ed8e4,"2512,5092 2559,5091 2570,5080 2606,5076 2618,5087 2879,5087 2890,5076 2917,5075 2946,5098 2969,5096 2986,5107 3082,5102 3090,5110 3226,5115 3862,5110 3878,5121 3927,5121 3927,5172 3778,5181 3310,5181 3290,5172 3026,5172 3004,5156 2967,5192 2946,5192 2922,5168 2898,5169 2878,5189 2594,5189 2559,5161 2512,5161",1 April 1836 deombarkeerd te hotterdam a f6.
region_922f009b-5483-40f1-9360-f8f42a2e9c73,line_5f6f5c56-7641-4ebe-9ca9-7c196810c5a6,"2945,5158 3010,5153 3035,5176 3750,5180 4080,5192 4080,5243 4007,5243 3949,5297 3043,5297 3012,5266 3000,5266 2964,5302 2945,5302","Van AE. L. MO LoNSCNL P.L. AnAraPOONa"". fter."
region_13a4c59a-79b6-4aff-a6a7-0dcae7a2d656,line_7c9bf5a4-b709-4973-990c-402e24f3d1c1,"3299,5354 3467,5354 3466,5407 3299,5407",1
region_47ff8bae-0d1b-457d-a80d-733ad7bf4ef4,bc29ad6b-8d14-4d4a-b994-9e7ae7e9a68d,"2349,5196 2439,5194 2439,5245 2379,5245 2349,5263",1
region_47ff8bae-0d1b-457d-a80d-733ad7bf4ef4,line_1ff1a274-b19a-40ed-9fe7-b2996b7a474d,"2279,5279 2463,5279 2463,5330 2407,5330 2401,5324 2279,5328",2
region_47ff8bae-0d1b-457d-a80d-733ad7bf4ef4,a49560b6-02c3-4ee4-a100-4b8e43232542,"2246,5377 2275,5378 2303,5355 2454,5352 2454,5403 2246,5403",2
region_0a4813ad-bdbe-4ce2-9de0-f4d00b1585af,line_41c6c24b-18f6-4dba-a67d-146e6b462186,"2765,605 3654,613 3662,621 3905,621 4094,630 4094,681 3909,681 3873,691 2765,698","Namen der ouders, geboorteplaats, datum van geboorte"
region_0a4813ad-bdbe-4ce2-9de0-f4d00b1585af,line_5faa769a-88de-4a46-a7ca-06b86424ed84,"3128,714 3715,720 3715,771 3666,771 3654,781 3128,781",en laatste woonplaats.
region_0a4813ad-bdbe-4ce2-9de0-f4d00b1585af,a85e1366-32d0-4a3c-b83e-620c0e20bc79,"3381,832 3461,832 3461,883 3381,883",4
region_464e1283-71e2-4dc9-aef9-13ab98fafe99,line_01e9244e-69e0-45a1-8312-68d5fc125dd8,"4222,254 4255,287 4262,283 4328,338 4541,342 4556,357 4804,357 4836,389 4856,397 4901,393 4932,362 4973,365 5036,306 5680,300 5693,313 5703,303 5716,307 5748,275 5860,268 6000,267 6056,322 6488,326 6504,342 6521,342 6536,355 6605,355 6605,406 6224,409 6160,417 5620,417 5568,425 5560,433 4404,433 4376,456 4336,425 4328,433 4240,441 4222,452",Vertrokken van Overna den s Aangekomen te
region_6eb7d4f2-c9cc-4e93-9a43-083496e0a970,line_2c275d5c-0ba1-4403-935b-c5fb1478c9b8,"4424,566 5353,566 5945,546 6001,597 6908,596 6928,609 7017,605 7029,611 7029,663 7009,683 6245,683 5965,691 5937,715 5909,714 5893,698 5817,698 5810,691 4424,691","hetzij binnen of buitenslands - en wanneer in dienst getreden; bijgewoonde veldtochten, bekomen wonden,"
region_6eb7d4f2-c9cc-4e93-9a43-083496e0a970,line_85de85fa-47fe-483e-a4bf-16bff6e7c3e8,"4305,636 4343,640 4354,629 4450,627 4450,678 4374,678 4342,709 4305,709",Car
region_6eb7d4f2-c9cc-4e93-9a43-083496e0a970,line_6d3fb0d4-aa2f-40e5-b4d0-905037b72694,"4297,709 4344,709 4359,694 5806,689 5818,701 5902,702 5941,702 5951,695 5951,746 5940,750 4523,766 4359,766 4344,754 4297,753","schrijving van het aangegaan akkoord, en de verdere militaire loopbaan."
region_6eb7d4f2-c9cc-4e93-9a43-083496e0a970,line_5db898cf-d76e-4caa-8f92-bda82e4a7622,"5937,713 5987,670 6602,677 6742,681 6754,693 6974,697 7006,697 7023,679 7023,730 7006,719 6997,728 6962,736 6862,740 6003,747 5948,798 5937,799","uitstekende daden, orden, eereteekenen, enz."
region_69ce2325-aa87-4e82-a1e7-c6d1011c5e08,c45e695a-9de5-42e8-9274-ced97ea33463,"6431,809 6539,810 6539,861 6534,855 6431,859",6
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_6cec28e1-541c-4b17-bd3e-deb3db6494c6,"4316,895 5141,899 5377,888 5942,879 6049,883 6061,895 6532,887 6544,898 6980,902 6996,918 7012,919 7037,944 7037,996 7016,990 7008,998 6772,1002 6013,998 5993,1002 5942,1048 5889,1040 5857,1017 5681,1017 5649,1041 5610,1013 4550,1014 4382,1018 4346,1053 4316,1053","en dilemst, haes kelamnde amm. maar. Nederhand, te woonodlen opgezomndm, ontsruis H. Med: Bond"
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_4eece270-1afc-473b-925e-b2e72c76247a,"4318,1053 4348,1053 4384,1018 4548,1014 5611,1013 5648,1041 5684,1017 5860,1017 5900,1044 5941,1048 5992,1002 6012,1002 6020,994 6432,997 6456,1005 6497,1005 6497,1056 6380,1056 6348,1086 6216,1085 6192,1105 6176,1095 5652,1093 5632,1109 5476,1108 5460,1117 5340,1112 5316,1089 5168,1089 5152,1074 4804,1074 4392,1082 4373,1100 4361,1092 4343,1108 4318,1108",enmte ale  b in het leger ten worden antslagen onder   .
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_40a106c8-07e5-4569-9e16-29a71c2fcde5,"4312,1106 4343,1109 4359,1095 4371,1101 4390,1082 5151,1074 5169,1089 5317,1089 5341,1113 5381,1118 5397,1109 5544,1109 5561,1125 5622,1122 5633,1133 5830,1133 5829,1186 5665,1190 5645,1210 4626,1210 4618,1218 4374,1218 4342,1248 4312,1248",e en e e e e ee e e ene  e  e
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_82a58823-7cb3-4edc-bac2-a7f1e53bd114,"6534,1014 6749,1014 6749,1065 6534,1066",2
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_92de1e31-30b2-4ee2-bc8e-a5bd34c715ac,"5965,1096 6177,1093 6193,1104 6217,1081 6226,1081 6226,1132 5965,1132",.
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_3547c600-42fa-41b3-9ced-1ef11f2a62c5,"6550,1081 6800,1081 6800,1132 6550,1127",
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_67cc2aeb-c75c-4a46-9570-f576c399fd9d,"6907,1072 6990,1066 6990,1117 6907,1117",
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_1a1503fc-63c6-4505-af45-28f9701e7493,"6605,1128 6824,1130 6824,1181 6605,1187",
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_037d753a-88dd-4480-8874-7d901f130690,"5139,1218 5294,1218 5294,1269 5139,1265",1
d4eb8229-3f22-4f52-9df0-a2332e04c417,a8da030b-8df6-48cd-b329-a0b04b40815c,"5291,1201 5582,1201 5582,1252 5349,1258 5291,1266",G
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_32c39686-1d86-4745-b963-8333b1dfbd9f,"5944,1142 5978,1170 6031,1170 6044,1183 6282,1178 6302,1195 6337,1178 6416,1179 6430,1187 7002,1179 7002,1230 6996,1223 6982,1236 6649,1247 5944,1247",een don deen ok
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_84e77493-428b-4bc9-9fd9-2cd85c056857,"5352,1276 5450,1276 5471,1269 5471,1320 5352,1320",
d4eb8229-3f22-4f52-9df0-a2332e04c417,fd594281-5bfe-4da7-a968-30b2c32ddbe6,"5170,1284 5264,1284 5264,1335 5170,1335",G
d4eb8229-3f22-4f52-9df0-a2332e04c417,d9314725-d36c-400e-aa63-a379cdeefc93,"6694,1265 6876,1265 6876,1316 6694,1310",2
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_477f1cfa-5035-4f51-b8eb-1713f1df6889,"5931,1256 5949,1256 5961,1268 6085,1268 6129,1272 6141,1284 6225,1288 6662,1288 6726,1347 6753,1347 6788,1314 6913,1314 6913,1365 6772,1365 6760,1377 6612,1377 6596,1388 6173,1388 6149,1408 6017,1408 5997,1415 5953,1372 5931,1373",e eeen e  e e
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_46ca3335-92ae-431f-b8f8-13c803ea16d5,"5151,1337 5286,1337 5286,1388 5151,1390",2
d4eb8229-3f22-4f52-9df0-a2332e04c417,da3cc344-b02d-4171-aa2f-9aea16e47054,"5307,1335 5610,1335 5610,1386 5307,1386",G
d4eb8229-3f22-4f52-9df0-a2332e04c417,c84f4eaa-e9ce-4169-83b5-9430f1b44035,"5148,1402 5278,1402 5278,1453 5148,1453",1
d4eb8229-3f22-4f52-9df0-a2332e04c417,ebfbc8c8-f789-480a-b5eb-f67b2b986b38,"5330,1402 5622,1400 5622,1451 5330,1451",2
d4eb8229-3f22-4f52-9df0-a2332e04c417,c32308db-96ff-47c4-9cc5-d3a4926c2c6b,"6068,1407 6204,1399 6204,1450 6068,1450",
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_9dce3b89-ae27-4181-87d1-71b21ad719d8,"6673,1394 6853,1394 6853,1445 6673,1445",2
d4eb8229-3f22-4f52-9df0-a2332e04c417,aa2ef346-6f7d-4f83-9515-e2dd868b795f,"6087,1448 6181,1448 6201,1434 6321,1429 6336,1440 6344,1432 6471,1432 6479,1426 6497,1432 6520,1454 6572,1454 6579,1460 6627,1416 6670,1415 6707,1449 6876,1449 6876,1500 6428,1501 6396,1532 6087,1531",". ,,17. 149,, 38 6 2"
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_745a6945-63bd-48c9-a8c1-03ac31ef1cfc,"6091,1515 6240,1517 6240,1568 6091,1568",1
d4eb8229-3f22-4f52-9df0-a2332e04c417,d3a951f2-73c0-407c-9bb9-c10cf88f0bb2,"6734,1513 6847,1513 6847,1564 6734,1564",2
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_347afbdc-060c-4e36-8abb-3a27954939a3,"5578,1582 5676,1583 5676,1635 5578,1635",2
d4eb8229-3f22-4f52-9df0-a2332e04c417,c1edfea5-935d-4442-b981-7c7c2157fba2,"6118,1581 6313,1581 6313,1632 6118,1632",2
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_8da6ca99-f040-4692-a3ea-eff6b93a93f7,"6317,1581 6401,1583 6401,1634 6317,1634",
d4eb8229-3f22-4f52-9df0-a2332e04c417,f5426038-8a06-44ba-9230-6ab094683579,"6399,1585 6486,1585 6486,1636 6399,1636",G
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_6ef32843-a85e-43e2-a609-67924c10b88e,"6628,1586 6903,1586 6898,1642 6888,1637 6881,1644 6859,1631 6842,1631 6817,1650 6802,1644 6710,1644 6673,1671 6628,1663",G
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_8f7b21ec-9e7e-4b82-9fa0-d65092920125,"6014,1636 6271,1636 6319,1640 6331,1652 6438,1656 6450,1668 6499,1673 6499,1725 6323,1725 6296,1715 6014,1714",
d4eb8229-3f22-4f52-9df0-a2332e04c417,d47f646b-e29c-4cb1-856e-790038cbbdc5,"4836,1720 5081,1720 5081,1771 4836,1771",2
d4eb8229-3f22-4f52-9df0-a2332e04c417,d8e3cdfe-3106-4b98-b210-95fed4308078,"6226,1714 6447,1717 6447,1768 6291,1771 6264,1752 6226,1752",0
d4eb8229-3f22-4f52-9df0-a2332e04c417,c3313454-a25f-49ae-b497-275536585082,"4428,1721 4497,1721 4497,1772 4428,1772",d
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_204e7dd2-b052-4a3d-a5ce-21cab2f70265,"4463,1718 4640,1720 4640,1771 4463,1771",1
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_05e8c459-648f-4546-84c1-091aa48905cf,"6556,1682 6630,1682 6641,1693 6694,1645 6798,1650 6809,1660 6846,1628 6857,1628 6916,1672 6934,1672 6959,1696 6959,1748 6850,1748 6824,1769 6786,1749 6556,1749",Voll: 1 6.
d4eb8229-3f22-4f52-9df0-a2332e04c417,a122cea1-a89f-4729-8386-5f1cd8e28490,"5998,1756 6263,1751 6292,1771 6324,1775 6517,1779 6541,1770 6541,1821 6521,1835 6496,1828 6476,1840 6436,1840 6406,1856 6316,1855 6293,1872 6247,1866 6218,1872 6198,1864 6192,1870 6164,1843 6144,1843 6112,1823 6008,1820 5998,1828",3     3.
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_8c5ad109-4e3b-449a-9667-e78604338489,"6038,1812 6184,1812 6184,1863 6177,1856 6038,1860",N
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_8302a3e3-52d4-4a0b-8004-99244feb176d,"6515,1745 6573,1752 6793,1752 6823,1769 6860,1735 6874,1738 6901,1762 6974,1762 6974,1813 6869,1813 6741,1827 6725,1831 6687,1866 6645,1866 6625,1886 6549,1886 6515,1914",57426.
d4eb8229-3f22-4f52-9df0-a2332e04c417,f3384bb3-93dd-4fee-984f-31665f0b8d19,"6617,1885 6628,1885 6666,1852 6703,1852 6703,1903 6617,1903",1
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_81a7e1ae-13c0-4c8f-9608-57b8565b22ec,"5291,1903 5366,1903 5366,1954 5291,1951",G
d4eb8229-3f22-4f52-9df0-a2332e04c417,line_2b33fca1-88cd-4334-aafb-09975dbc46d2,"6855,1882 7010,1882 7010,1933 6855,1933",1
d4eb8229-3f22-4f52-9df0-a2332e04c417,fe56d2f7-5f7a-40b1-8dba-2fa71d6aa140,"6859,1943 7025,1942 7030,1999 6859,1997",1
f54f8e84-5f85-4771-a4ee-01e12eeeed47,line_2cd5aeb1-5b64-4ce0-9769-e08969f2ab7b,"4665,1968 4739,1971 4739,2022 4665,2022",G
region_59cbe39a-e9cc-4132-bd1e-b3c4f7c5087f,ff7a16eb-b943-4ead-8ceb-29e420c1e265,"6516,2016 6625,2016 6625,2067 6516,2067",1
region_59cbe39a-e9cc-4132-bd1e-b3c4f7c5087f,line_92ece6b5-44a5-4465-9a12-4214cc181887,"6494,2078 6688,2080 6688,2131 6494,2129",2
region_6552f8b2-9b22-4d54-8f68-e27ab0c3f771,line_491c7ebf-fe7c-4bc7-8d24-55a7f90ae584,"5995,2084 6139,2084 6139,2135 5995,2135",1
region_083d2adc-3d82-4b4e-85fd-e8105ab79c16,line_7a4c4a3a-b465-49dc-9b80-5b25178f192a,"6601,2266 6794,2266 6794,2317 6601,2317",1
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_4e0fcc8d-3426-47b7-8ac8-2e77c9607943,"4355,2538 4644,2538 4644,2589 4355,2587",
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_2bd7335e-2f7d-4e8e-94b9-468281341e1a,"5030,2535 5227,2535 5227,2586 5210,2579 5030,2588",G
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_6d253054-dbd8-4c44-a08f-bc7397d488ca,"4325,2609 4339,2620 4375,2586 4622,2586 4630,2578 4970,2577 4986,2590 5046,2590 5054,2582 5205,2582 5213,2574 5784,2565 5956,2569 6018,2566 6025,2558 6025,2609 5984,2611 5954,2630 5517,2634 5481,2669 5245,2668 5224,2684 5202,2684 5173,2668 4918,2660 4910,2653 4854,2653 4839,2642 4822,2650 4690,2642 4654,2654 4531,2654 4520,2646 4459,2646 4422,2681 4383,2660 4325,2669",",,. 1. 6. Jan. ,,94. 8. ,, Naar Nederland. - vertrokkens. per. v 3:,, p:s . A. A. bdambaamwveld. . . ."
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,ac9c28ba-a9df-4495-86ab-c85947be3365,"5766,2534 5836,2534 5836,2585 5803,2585 5766,2610",
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_643c0810-7051-403d-b407-351f722e8d67,"5802,2535 5897,2535 5897,2586 5802,2586",d
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_4bbc99be-628a-482f-8f8c-b03512c1d30e,"4328,2655 4338,2650 4346,2658 4378,2658 4410,2677 4426,2678 4468,2643 4518,2647 4529,2655 4653,2655 4697,2651 4705,2643 4770,2643 4778,2651 4865,2651 4873,2644 5228,2644 5243,2655 5444,2652 5444,2703 5295,2705 5253,2740 5240,2732 5217,2744 5169,2704 5140,2732 5128,2724 5072,2724 5060,2712 5008,2712 4973,2736 4922,2712 4901,2732 4884,2732 4866,2747 4852,2736 4780,2736 4748,2716 4521,2721 4509,2712 4450,2709 4423,2736 4402,2722 4370,2720 4328,2748",",, 26. Jarliu - ,, 9 4. 8 d.  t donerie. aangekomen. - - . . . ."
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_69041b60-5fd3-4682-8cce-01ab52308b8d,"4328,2748 4370,2720 4402,2722 4422,2737 4454,2708 4510,2712 4522,2724 4736,2728 4753,2744 4766,2732 4818,2732 4854,2736 4865,2747 4884,2729 4894,2736 4902,2732 4922,2712 4968,2720 4979,2731 5006,2712 5062,2712 5078,2726 5126,2726 5136,2736 5176,2704 5216,2744 5226,2736 5246,2744 5294,2705 5314,2701 5502,2694 5715,2697 5722,2704 5954,2704 5962,2712 6007,2714 6007,2765 5986,2765 5960,2787 5390,2787 5363,2763 5342,2763 5326,2779 5314,2770 4770,2770 4750,2787 4726,2780 4370,2783 4339,2814 4328,2815",",, 4. 2. O. Cart. . . 9 . . Maar. Nederland. vertrokkers. pan. man. Castal. . Diaea. met. ."
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,line_6878b0d1-8816-48a1-b7a3-177c49e6e5f2,"4362,2784 4560,2784 4620,2773 4731,2773 4751,2784 4767,2768 4967,2767 5294,2767 5326,2780 5342,2764 5363,2764 5386,2785 5439,2785 5439,2836 5278,2829 5246,2856 5183,2852 5159,2829 5119,2829 5078,2860 5039,2855 5024,2840 4963,2840 4929,2867 4899,2859 4880,2840 4836,2829 4516,2837 4492,2860 4483,2860 4460,2837 4362,2837","berternamring ,,. O. teng aan. g. . I anke,,"
region_088a2c1e-9161-4940-98c9-62a880a8bd4b,b175075d-5c04-4b1c-a417-79e70b23cbd4,"6295,2715 6569,2715 6569,2766 6295,2764",
